content,Quality,Service,Shipping,Packing
1303,"Ko vừa vào đc laptop, dùng pc còn đc",0,,,
1304,"Mua về lắc được 5 lần thì xì nước, mặc dù mình đã rất cẩn thận vặn kỹ mà vẫn bị xì nước. Mẫu mã thì oki, nên để ý đến mục đích của cái bình này là Shake",0,,,
1309,Đeo vào mắt rất khó chịu còn khó ngủ hơn,0,,,
1311,"Tôi mới mua về dùng thì nắp đóng Ko khớp, Ko đóng dc. Tôi chỉ bị lỗi này. Còn chất lượng nhựa tốt  tôi mong muốn dc đổi trả sản phẩm",0,1,,
1312,"Chỉ lắp được vòi nước bình thường, còn vòi rửa thức ăn hoặc vòi rửa mặt thì không lắp được",0,,,
1315,Sản phẩm đơ không mượt. màn hình bị lỗi sau 6 tháng sử dụng.,0,,,
1318,"Khổ sách khá nhỏ. Nội dung sách cực kỳ sơ sài và khó nắm bắt. Khuyến khích các bạn tìm hiểu trên internet sẽ năm được kỹ thuật Ichimoku tốt hơn rất nhiều. So với quyển Tuyệt Kỹ Giao Dịch Nến Nhật, quyển này kém xa về nội dung và những giá trị mang lại. Cực kỳ thất vọng sau khi hoàn thành cuốn sách.",0,,,
1319,"vỏ là china, ruột là malaisia",0,,,
1321,Chưa đạt chất lượng nên còn hạn chế sp,0,,,
1323,Phát sóng yếu mặc dù 4 dâu,0,,,
1324,Sách bị in lỗi mất mấy trang bị trắng,0,,,
1325,vẫn chưa nhận được hoá đơn VAT,0,,,
1329,Ko hoạt động..................,0,,,
1330,"Đã đặt mấy đơn hàng mực in 12A, nhưng đơn hàng đặt ngày 06/02/2020 tiki giao hàng kg đúng chủng loại. Tem ngoài vỏ ghi mực 12A dùng cho máy in canon 2900 nhưng kg lắp được vào để sử dụng. Ảnh chụp hai hộp mực đợt trước và đợt sau kg giống nhau",0,,,
1331,Mền hơi mỏng .....  ...................,0,,,
1334,hàng về bị lỗi ko có lò xo chân pin shop làm ăn z là ko dc ??,0,,,
1336,"Tia hơi yếu, ra sáng khó nhìn",0,,,
1337,"phản ứng chậm quá, bấm bàn phím cảm ứng còn nhanh hơn",0,,,
1341,"Sách không bao không bọc chống sóc, quăn mép, hỏng gáy, sách hơi bẩn, lỗi in ấn,...",0,,,
1342,Thật sự là võng quá ngắn. Nên khi lắp vào sẽ rất cao. Người lớn còn có thể lên ngồi được. Còn con mình 3 tuổi rưỡi k thể tự ngồi vì quá cao. Trông khi xài lứoi bt thì bé tự lên võng thoải mái. Thật sự rất thất vọng,0,,,
1345,"bị ám đỏ  mất, xui thật, chắc do lỗi nhà sản xuất, màn vân mới cong cong, mất thoi gian đi bảo hành rồi",0,1,,
1347,Lúc mới mua mình không để ý lắm nên mua về cũng hơi thất vọng và hối hận vì giấy không đẹp lắm. Nxb dùng loại giấy trắng và mỏng giống giấy in mấy loại sách tham khảo nên đọc không đã lắm. Nhưng do sách bìa cứng và cũng khá rẻ nên cũng chấp nhận được. Mng cân nhắc nha,0,,,
1349,Hàng kém chất lượng quá. Mình xài có 2 tuần đã cháy hỏng luôn??,0,,,
1351,đã may cái túi đẹp vậy rồi thì thêm cái dây kéo cho chắc vào. gì mà mới kéo 1 cái có xúc ra luôn như vầy thì coi như bỏ chứ xài gì được nữa,0,,,
1353,Tên truyện thì khá là nguy hiểm nhưng nội dung thì chưa có gì đặc sắc cả.,0,,,
1354,"nói chung là mua sách Tiki nhiều lần lắm rồi và lần nào cũng ko có nỗi 1 miếng chống sốc, và giờ quyển sách mình yêu thích lại bị bẹp gáy hết, mình mới vừa kéo ra tí cho đỡ mất thẩm mĩ, phần dưới thì dư ra 1 khúc",0,,,
1355,Hàng quá nhỏ để dc rất ít,0,,,
1358,"Chất lượng cực kém, vắt cái ốc vào thì gỗ đã nứt tứ tung. Không đồ đi kèm để lắp 4 bánh xe.   Nói chung không đáng tiền.",0,,,
1359,"MÌnh đặt có bọc sách book care nhưng mở hộp thấy một lớp nhựa phủ lên  sách, khôg bọc mà mình cũng không bọc được vì chỉ là Tấm nhựa, sao mà kỳ lạ vậy? Bởi nó ko dính gì quỷên sách, 2 thứ tách rời",0,,,
1360,In được 3-4 là đứt tem. Chỉnh máy mất thời gian. Nói chung là thất vọng,0,,,
1361,không ổn cho lắm nần sau ko mua nữa,0,,,
1362,sách không có book mark như các quyển sách tương tự ở hiệu sách???,0,,,
1364,Không dán được . Mở ra đã khô . Không đáng mua .,0,,,
1365,"gói hàng kỹ mà bàn bên trong toàn bị tróc, xướt tùm lum 🥲",0,,,1
1367,"Thanh RAM được  giao cho mình bị lỗi, dù đã kiểm tra kĩ loại và bus nhưng về xài không được. Gắn thêm vô máy chạy chậm, đang dùng hay bị sleep. Mong shop chấp nhận đổi trả giúp mình, để lần sau còn có thể tin tưởng lựa chọn những sản phẩm điện tử của shop. Cảm ơn ạ!",0,1,,
1369,Điện thoại hỏng chức năng tai nghe rồi...rút ra vẫn hiện tai nghe...không nghe gọi được nữa,0,,,
1370,Dùng không ổn lắm. Đã gửi trả,0,1,,
1372,"Không hài lòng, mới dùng đã bong đáy, chầy xước.",0,,,
1374,Điện thoại chỉ dành riêng phát Wifi mà nhanh hết pin quá,0,,,
1375,Mình đã lắp vào máy HP laser jet pro 15w. Máy in có chạy nhưng không thể in ra mực. Không biết đã lắp đặt sai chỗ nào hay hộp mực không thể sử dụng.,0,,,
1376,"Đây là hàng nhận đc ,cực kì bức xúc ,mọi người không nên mua",0,,,
1382,Kh dùng được dù đã cắm điện,0,,,
1383,"mình đặt chung 1 lúc nhiều quyển, nhưng chỉ riêng quyển này bị nhăn gãy bìa, có lẽ không do vận chuyển mà nó đã bị như vậy trước đó.",0,,1,
1386,"Như cc, như cl què vậy á chất lượng dỡ ẹc",0,,,
1387,"mua pin 2A, gửi pin 2A, gửi thiếu nữa chứ.",0,,,
1388,Dây không tốt như quang cao,0,,,
1398,"Máy mới mang về nhưng call vìeo zalo ko đc ,cứ bảo pin nóng rồi tự tắt luôn ,máy nghe ko rõ ,nhiễu âm thanh chất lượng thấp",0,,,
1399,"Tôi mới mua về đọc được 3 ngày thì sách đã muốn bung gáy dù tôi giữ sách rất kĩ, đọc không bao giờ bẻ ngược sách ra sau. 
Chỉ hài lòng về nội dung sách, nên mua nếu chất lượng sách tốt hơn!",0,,,
1400,"sách này 50% là cách ăn mặc của các bạn nữ, nhất là bên tây. nội dung 50% còn lại thì rất đơn giản nhưng có nhiều cách chỉ phù hợp với phương tây. người đang ở VN đọc khó mà ấp dụng",0,,,
1401,"Mình góp ý chất lượng đóng bìa cuốn sách, mình đọc cẩn thận (sách mới mua) mà lật tới đâu sách bị rời ra khỏi gáy đến đó. Shop check lại chất lượng đầu sách nhập vào nha. Cảm ơn shop.",0,1,,
1402,"(*) Đánh giá không tính điểm
Sáp móp nhìn ói luôn keo dính bìa thấy ghê",0,,,
1404,bình thường.  không đúng với quảng cáo. keo bị đông cứng ở đầu tuýt.,0,,,
1406,"Ọp ẹp hơn so với caddy bay trước đây mình từng mua, mặc dù nhìn bao bì có vẻ giống, ngoài ra thì caddy bay cũ có kèm mặt nạ giả khay dvd che lại, còn cái này không có luôn",0,,,
1418,xài khôngo ổn lắm nha ko vào đc wifi,0,,,
1419,"Mình mua của Thành Trung Computer, hàng ko có lỗ đổ mực, lỗ thải như quảng cáo.
Hàng OEM của Tiki tệ quá",0,,,
1420,"Giá trị hàng hoá ko lớn, nhưng bán hàng như vậy là ko hay ah, sản phẩm đều dơ và như cũ , đề nghị Tiki hỗ trợ đổi lại",0,1,,
1421,tôi có mua một bộ phát wifi từ tiki bị lỗi không sử dụng được tiki đã thu hồi nhưng đến nay gần1thang mà chưa hoàn trả hoặc trả lời cho tôi được rõ là sao??? tôi mua để sử dụng phí thuê bao 4g tôi phải đóng hàng tháng thiệt hại ai trả cho tôi? sản phẩm này pin sử dụng rất tồi không như,0,,,
1422,"Mua về dùng được 3 lần thì hư. Mình hỏi bên IT họ check cũng bảo usb hư, không do virus gì cả. mất hết sạch data.",0,,,
1423,Mình đặt N200RE-V5 mà shop giao bản thường N200RE??? Cho tạm 1 sao 😡,0,,,
1428,Không nhận ổ cứng hdd của PC,0,,,
1433,"Sau khi check moi biet la CPO, chưa liên lạc được để đổi chính hạng. Hơn 15 tuần sử dụng, 4G chập chờn, phát wifi lúc được lúc không hic..",0,,,
1436,"Đặt cáp CAT 6 , nó giao 5e. Nhiều người đã phàn nàn mà nó vẫn làm ăn kiểu đấy.",0,,,
1438,sách khá nhỏ và đến bây h mình vx chuae biết cái file nghe của nó ở đâu,0,,,
1439,"Mực mờ quá mờ, dù là bảng in hay bảng photo",0,,,
1441,"Nến đốt được khoảng 30 phút thì lửa bén vào các cây quế hồi như hình, nên bị tan chảy , nếu tiếp tục đốt không để ý dễ phát lửa cháy nhà, không nên mua sp này",0,,,
1443,"Mình nhận hàng rồi, vừa bỏ tỏi ớt vào nhấn nút thì máy không chạy được, nhờ shop kiểm tra và đổi cho mình cái khác nhé. Hơi thất vọng vì tưởng sẽ rất tốt như quảng cáo, đỡ phải kéo tay như các loại thủ công.",0,,,
1445,"Độ bám ko ổn định dễ rớt, thời gian không lâu",0,,,
1446,"Rất rất không hài lòng, sản phẩm quá kém chất lượng. Vừa nhận hàng, mở ra dùng, dù bung ra cán dù văng luôn, may không bị chấn thương",0,,,
1448,Khung viền màn hình không thật sự sát với màn hình khi đem so với hàng còn nguyên seal của Cellphones.,0,,,
1449,"Sách có nhiều vết trầy, bìa bị gãy ở mặt trước, thực sự giống hàng second hand",0,,,
1451,"Điện thoại mua bị hư phím, phím số 6 ko thể nhấn dc, nên ko thể gọi cho bất kì số điện thoại nào có số 6 được. Bây giờ mình biết liên hệ giải quyết vấn đề ra sao??",0,1,,
1452,Sản phẩm chất lượng quá kém,0,,,
1457,Không bắt sóng được sài tệ lắm,0,,,
1462,"Hộp sản phẩm ộp ẹp, tem bảo hành thì dán ngay chỗ mở, nếu mở hộp để gắn ổ cứng vào chắc chắn sẽ rách tem. Ngoài ra cổng USB type A để cắm vào laptop thì quá chặt.",0,,,
1463,"Kìm thì OK nhưng cái test dây mạng ko hoạt động, làm sao đổi trả đây?",0,1,,
1464,Mới khui hàng mình đã thấy bể hết 1 mảnh ở vành rồi. 🥺🥺🥺,0,,,
1465,"Phần bìa bị trầy xước rất nhiều, nhìn như sách cũ",0,,,
1468,"Sách mà cong hết lên, tróc cả góc sách như thế này",0,,,
1470,Mô men xoắn rất yêu nên chỉ quẹt quẹt cho vui chứ không chùi được gì.  Không nên mua.  Ý tưởng cũng hay nhưng sản phẩm vô tác dụng.,0,,,
1471,"Nhận hàng được 1 tuần, copy dữ liệu chậm cực kì, tốc độ chỉ kB, đọc cũng rất chậm. Hôm nay sử dụng copy dữ liệu lại thì không đọc được USB nữa. Không biết do xui hay sao mà nhận được sản phẩm như vậy. Lần sau không mua loại này nữa.",0,,,
1472,thiết bị cấm vào k nhận. yêu cầu đổi trả hoặc bảo hành,0,1,,
1473,"cứ nghĩ đây là sách phân tích hướng khoa học nhưng đọc như self help với những kinh nghiệm của tác giả. mình mong chờ các số liệu, báo cáo hơn. Cân nhắc, sách tác giả Tq đều thế hay sao ấy!!!",0,,,
1475,"Cắm mãi nhận đc 1 tý rồi chả thấy gì nữa, sau đó thì tịt luôn. Chán. thôi xóa app thôi, từ lúc đăng ký đến giờ mua đc 3 sản phẩm, lỗi đến 2 cái. Thôi, xóa app, ko cần bảo hành đâu.",0,1,,
1476,Dán lên bề mặt gạch ốp nhẵn nhưng được 3 ngày thì bung rơi vỡ đồ bên trên luôn :( lần đầu mua đồ tiki thất vọng như vậy. Đề nghị được hỗ trợ đổi/trả,0,,,
1477,Không đóng lên tường được,0,,,
1478,"in được vài ngày tốt, bây giờ hỏng rồi.",0,,,
1480,"kiểm tra lại thiết bị giúp mình, mình ko thấy thiết phát sóng wifi để kết nối",0,,,
1481,sac van chop den lien tuc nguyen co thay gi dau,0,,,
1487,"Sách có tiếng Việt, tốt cho người mới học. Tuy nhiên, do sách không phải là bản gốc nên có nhiều lỗi sai chính tả. Ví dụ trang 9, air bị lỗi thành our. Trang 16, car biến thành can.",0,,,
1489,Bàn hỏng từ trước mà shop cũng chuyển. Chất lượng rất tồi!,0,,,
1490,"Yếu, ẻo lả, lau nhà không sạch,cảm giác không chắc chắn, phải mua bộ khác xài",0,,,
1491,Sách mới mà như sách cũ vậy. Giao hàng sớm hơn dự kiến nhưng chưa hài lòng vì bìa sách mở ra thấy rất bẩn. Cho 3 sao. Lần sau Mong shop giao sách mới,0,,1,
1492,"Sản phẩm kém chất lượng, giao sản phẩm không rõ ràng.",0,,,
1493,1 cục node kết nối không ổn định. Hoạt động nóng hơn cho với các cục khác. Tốc độ không được như mong đợi. 3 tiếng đầu tiên thì tốc độ = gói cước. Sau đó hệ thống xảy ra vấn đề. Yêu cầu shop đổi bảo hành hoặc xho kỹ thuật xuống kiểm tra,0,,,
1495,"Đóng gói rất chỉnh chu, rất ưng bụng cho tới khi mở ra_x000D_
--> Cái nút on/off bị mòn sần lên như ai sài rồi vậy :)))) thêm nắp cũng trầy 1 xí nữa :)) máy mới chưa khui kh bao giờ như vậy_x000D_
Thất dọng :)))",0,,,1
1496,"Bỏ qua việc tiểu sử chị tác giả này không có thông tin chuyên môn gì về tâm lý học hay có học vấn liên quan mà vẫn có thể đứng lớp và làm ra sách. Thì không rõ chị tìm đâu ra vụ án cô bé bị mù hậu sang chấn tâm lý này vì mình chẳng thấy một cái chú thích hay dẫn nguồn tư liệu nào ở trong sách cả. 
Và đa số các tình huống trong sách đều liệt kê ra những cái tên ngẫu nhiêu và các tình huống quá phi lý. 
Cảm ơn chị tác giả và nxb đã dạy em bài học là nên kiểm tra kỹ thông tin tác giả và đọc thử sách trước khi mua và dành tặng anh chị 1 sao cho một quyển sách dở tệ như vậy.
Chỉnh sửa: mình đã lướt hết quyển sách này và có thể xác nhận rằng mù hậu sang chấn tâm lý thì mình chưa nghe cũng như đọc một báo cáo khoa học nào về việc này nhưng nếu đọc hết quyển này chắc mù thật vì sách quá tệ!",0,,,
1497,Máy chiếu lên không rõ nét,0,,,
1499,Tức lắm huhu. Sao để sách của mình nó cong như vậy ấy nhỉ,0,,,
1508,Mua 8 bao sử dụng được 6 bao. Hai bao bị rách chỗ thoát khí trong lúc hút. Nhựa hơi giòn hơn các loại hãng khác. Nói chung là sẽ cân nhắc việc mua lại lần nữa.,0,,,
1509,"Sách bị lỗi in ấn, mình không đọc được trang sách này",0,,,
1510,"Bình thường, chỉ dán được nhựa,  không phải đa năng",0,,,
1511,Lối dịch đọc khó thẩm ghê,0,,,
1515,sách vô cùng dơ. Sờn mép và bẩn,0,,,
1516,Dùng được một thời gian thì màn hình bị sọc và giật rất nhiều. Tiki nhanh giải quyết giúp mình!,0,1,,
1517,Hộp giấy bị thiếu chi tiết để treo phía sau,0,,,
1518,Sao dây hdmi hay bị chập chờn thế ạ?,0,,,
1521,in dư cũng cố nhét vô cho được k thèm cắt cho ngta,0,,,
1522,"Giao điện thoại hư, đề nghị trả hàng",0,1,,
1523,"Sản phẩm quá tệ không in được, Quảng cáo  và gửi không đúng sản phẩm",0,,,
1524,"Tem tiki của mình có dấu hiệu bị bóc ra
Không biết có vấn đề gì không nhưng tháy ko yên tâm lắm
Tiki hãy kiểm tra lại
Mình đã quay video bóc hộp
Nếu sử dụng có vấn đề mình sẽ liên hệ",0,,,
1525,Wifi thường xuyên mất kết nối giữa các cục phát,0,,,
1526,"Đặt mua 4 tầng nhưng nhận được 3 tầng. Đồ khá ọp ẹp, gia cố thêm bằng đinh gửi kèm thì lại không đủ đinh đóng đáy. Tấm gỗ mỏng, khi bắt vít mà thêm chút lực thì tấm gỗ sẽ tách làm đôi. _x000D_
_x000D_
Tạm thì cũng giống hình, định cho 4 sao nhưng vì vụ 4 tầng thành 3 tầng nên vote 1 sao.",0,,,
1529,"Chỉ có vỏ thùng, không có thùng bên trong. Fitis có bán thùng bên trong không nhỉ?",0,,,
1530,máy không lên mạng đc là sao ạ,0,,,
1532,"Mỏng manh, bé xíu, hơi yếu và không giống hình",0,,,
1534,1 quyển sách đã bị lỗi không cắt hết trang,0,,,
1535,"Khi mở 2 sách tầm unit1,2 thì bị đứt ra, keo cố định trang sách với bìa xách không chắc chắn. Ở unit 1 phần task 2 không xem đc phần phiên âm ipa ấy!",0,,,
1536,"Hàng nhận bị móp méo. Chưa test bên trong, test rồi phản hồi tiếp. Hơi bị thất vọng với hộp bên ngoài như hàng cũ vậy.",0,,,
1537,Không dùng được...........,0,,,
1540,Không đúng như hình hàng kém chất lượng,0,,,
1541,"Chất lượng băng dính cực kém, thà lấy loại băng dính 3m còn ok hơn rất nhiều",0,,,
1542,"hàng chưa dùng nên chưa biết chất lượng như nào, nhưng khi nhận hàng thấy thất vọng vô cùng vì dung tích chỉ được chưa đến nửa lọ. quá thất vọng",0,,,
1543,Mình đặt tikinow giao trong ngày nhưng đến hôm sau sau khi mình liên lạc vì sự chậm trễ mà không thông báo thì mới giao và vẫn tính phí tikinow. Rất thất vọng vầ dịch vụ của tiki,0,,,
1545,Giấy quá mỏng chất lượng kém không nên mua,0,,,
1548,"Giật lag như điên!!!! Vô trận mà nó đứng yên, load đỏ, r s đánh ?????",0,,,
1549,"kém chất lượng, vỏ dây rất mỏng dễ rách",0,,,
1550,"mực in sọc vằn, mực có mùi nồng quá, k ưng ý",0,,,
1551,"Sản phẩm lỗi, máy tính không hiển thị ổ di động. Đã nhờ tiki hỗ trợ",0,1,,
1552,"Sản phẩm lỗi, IP không nhận được. Nhờ tiki hỗ trợ đổi trả. Đơn hàng này tôi mua 2 wifi router thì 1 dùng được, 1 bị lỗi",0,,,
1553,Nóng. Dùng đc 1 tháng là cháy,0,,,
1554,"sản phẩm là cỡ nhỏ, hơi bé so với tưởng tượng_x000D_
mình muốn mua sp cỡ to hơn",0,,,
1556,hàng về thì sài bth. Nhưng khoảng mấy ngày sau máy lại ko lên đèn nhưng vẫn có tít điện,0,,,
1557,"Không biết có bắt phải mua điện thoại Xiaomi mới kết nối được vs thiết bị không nữa, dùng IP và SS đều kết nối mãi không được. Hơi khó để sử dụng._x000D_
Mua 2 cái vứt xó :(",0,,,
1558,"Gối foam nên có tính đàn hồi. Mình là nam, cao 1m7 khi nằm thấy cũng bình thường. Sau 1 đêm mình ngủ thì sáng dậy mình đau vùng cổ vai gáy mà trước giờ mình nằm gối cũ vẫn không hề bị đau. Mình đã quay lại sử dụng cái gối cũ vì sản phẩm này khui ra rồi thì không được đổi trả dù khi ngủ mình đã bọc lại gối kĩ càng. 

Khuyên các bạn hạn chế mua gối trên mạng mà hãy ra tận cửa hàng lựa cái gối ưng ý.",0,,,
1566,"500 trang, sách nhẹ tênh như cầm quốn báo buổi sáng.
chất lượng giấy in khoibg được tốt, tất nhiên bù lại giá rẻ,",0,,,
1569,"Mình thích cuốn Dám Bị Ghét nên mới mua cuốn này, nhưng vừa lật ra thì thấy 1 trang bị gập lại dính vào gáy sách luôn, mình là người khá dễ tính cong 1 xíu hay rách 1 xíu mình sẽ ko để ý, nhưng cái này làm mình bực thực sự vì nó làm mất nội dung 1 trang luôn, mình ráng tách nó ra nh ko được ;-; cảm thấy tuột mood đọc luôn í huhu, mong là sau này in ấn đóng sách cẩn thận hơn trùi ui buồn héo úa",0,,,
1570,Sách gửi bị hư hỏng ở phần gáy thế này ạ ??,0,,,
1571,"khó kết nối, làm theo hướng dẫn vào web kết nối ko đc.",0,,,
1572,Đã cài nhưng mạng không mạnh,0,,,
1575,"mua về mới dùng vặn vít 2 chấu, chưa gì đã gẫy
rất thất vọng về chất lượng",0,,,
1578,Sp giao bị thiếu nắp cao su. Đựng đồ bị đổ ra ngoài. Ko liên hệ được với shop bán.,0,,,
1579,sách thì có dấu hiệu bông tróc. ko có j bao bọc chỉ có cái hộp và sách. hộp thì méo mó. không tin đc sách ở tiki mà như vậy. bên trong thì ổn. shop có phản hồi và đền bù việc này nên em cho 4 sao,0,,,
1580,"nhanh hết màu quá shop ơi,in đc hơn chục bức ảnh tính ra mấy chục ngàn 1 bức",0,,,
1581,"Máy xài được 2 lần là hư, ko xài được nữa..",0,,,
1585,Nội dung không đáng với giá tiền,0,,,
1587,Dùng gắn ổ điện được khoảng 1 tuần thì rớt,0,,,
1589,"Hàng không đạt, quá mỏng manh, mới sử dụng được 1 ngày là tiếp điểm, ốc vís bên trong rời ra hết.",0,,,
1590,"Xài chưa được bao lâu thì dây đi đường dây, sạc đi đường sạc",0,,,
1592,"Pin cũ kg chất lượng , chỉ dùng cho remote",0,,,
1595,"chất lượng kém, sạc không vào điện",0,,,
1596,Dịch kiểu “nói ngọng” đọc rất khó chịu,0,,,
1597,Chất lượng sách kém. Phần giữa sách bị bung,0,,,
1598,Mình hiện tại chưa đọc hết bản lần này. Hiện tại chỉ mới đọc đến trang thứ 60. Mình có cảm giác khác lạ. Chợt nhận ra ban biên tập đã cắt đi 3 lần bỏ nhà ra đi của ông. Theo mình cảm nhận thì 3 lần ra đi này khắc hoạ chân thật hoàn cảnh và tính cách của ông tuy nhiên bị lược bỏ chỉ để lại đôi đoạn làm cho người đọc chưa kịp cảm nhận được con người ông mà đã đưa ông lên Seoul và bắt đầu xây dựng sự nghiệp thì mình cảm nhận nhịp điệu nhanh và choáng quá.,0,,,
1599,Cần liên hệ để đổi sản phẩm. sản phẩm bị lỗi,0,1,,
1600,Sản phẩm hàng mã ko như mong đợi. Khi lắp ráp thiếu nhiều đồ phụ kiện. Ko hài lòng. Cần biết rõ gọi tôi:***,0,1,,
1601,"Không biết đo không được đóng gói cẩn thận, hoặc  hàng tồn kho lâu mà mở ra ổ cứng bị trầy xước nhiều, các vết xước nhỏ li ti rất nhiều",0,,,
1602,"Một cuốn sách trị giá 5*** đ không thể có một chất lượng đóng tập như vậy.
Tôi được nghe review rất nhiều về cuốn sách này về cả nội dung lẫn chất lượng của nó.Cho nên khá là tâm đắc và nâng niu khi nhận được . Tuy nhiên tôi không thể chấp nhận được là nó lại dễ dàng hư hỏng đến vậy. 
Tôi yêu cầu được đổi trả cuốn sách này.",0,1,,
1603,"Đèn rất tệ, tệ đến 1 cách đáng ngạc nhiên. Mình dùng được 2-3 lần gì đó. Thấy rất ổn, hiện đại, sang trọng thì đến hôm qua đèn hết sáng. Mình nghĩ là hết pin, sạc cả đêm, em nó vẫn không sáng, giờ cảm ứng ko phản ứng gì cả. Đêm qua nó có ánh sáng ngầm nơi bóng đèn theo cảm ứng. Sáng nay ra còn tệ hơn nữa. Giờ giá có 200k mình cũng ngại đi bảo hành, nói thật. Chất lượng quá kém. Vì mình đã từng mua đèn đọc sách của Energizer nên mình có phần nào sự so sánh chất lượng sản phẩm này",0,,,
1604,"Nhìn bề ngoài rất đẹp, nhưng ống nước bên trong chỉ là một ống nhựa mềm rất mỏng, bị xì nước ngay khi vừa lắp đặt.",0,,,
1606,"đặt đầu rj45 xuyên thấu, đưa đầu thường. quá tệ.",0,,,
1607,"Đúng chất lượng,chảo bị mốp 1 bên",0,,,
1608,"Không bắt được con muỗi nào hết, muỗi vẫn còn, phiếu bảo hành không điền thông tin gì hết, trong khi quy định được bảo hành là phải điền đầy đủ thông tin",0,,,
1610,mình  dán đồ  nhựa  không  gắn  kết  với  nhau được  mặc  dù  vệ  sinh rất  sạch để  dán,0,,,
1614,Hmm hơi thất vọng vì chỉ sử dụng chuẩn dây mạng 4 sợi để kết nối gây nên tình trạng là chậm so với tốc độ mạng thực tế. Nên bổ sung chú thích là sử dụng chuẩn dây mạng bao nhiêu sợi cho người dùng để có thể chọn dễ dàng hơn !!!,0,,,
1615,"Nội dung sách tác giả tự sướng nhiều quá, quá nửa sách là tự khoe... vào facebook của tác giả không thấy như vậy._x000D_
Hấp thụ được 1/10 nội dung sách thôi.",0,,,
1617,hì hục nguyên một buổi tối mới lắp xong vì hình ảnh minh họa khó nhìn,0,,,
1619,"lắp với các lồng vắt của hãng khác dùng được nhưng không hợp về kích thước,vắt không êm,có độ dơ,lắc mạnh.",0,,,
1620,"Mua ngày 24/07, chưa có sim nên để không tới 30/07. Có sim vào thì vừa cắm sim vào test & sạc thì đã bị hư pin, sập nguồn. Sạc đầy xong rút nguốn lại sập tiếp, không xài được. 

Gọi ngay hỗ trợ khách hàng ngày 30/07/2019, nhận lại hàng trưa ngày 1/08/2019. Tới giờ vẫn không thấy có thông tin phản hồi khi nào nhận lại hàng mới 1 đổi 1 như quảng cáo. Hơi lo lắng.",0,,,
1621,Sản phẩm màu đen / đã chọn ? Nhận dc là mầu trắng là sao? Có đung loại Ko? Thanks,0,,,
1622,"Đo độ dài dây chỉ được 8m thôi. May mắn đường dây nhà mình vẫn vừa, k thì lại mất công đổi dây lại",0,,,
1624,"Không kết nối được, đã đổi cả 2 đầu chuyển, đã kiểm tra cáp mạng đầy đủ.",0,,,
1626,Keo hg dính. Do để lâu hay sau mà không sd được,0,,,
1629,Đường may thưa và khg chắc chắn.,0,,,
1638,Sách mới đọc đã rách hết gáy. Chất lượng quá Tệ,0,,,
1640,"hàng kém chất lượng, giá cao hơn thị trường shop ạ",0,,,
1641,"Thôi đừng mua quyển này, chia tay mà lụy tình quá, đọc lời văn nó cứ sao sao á. Phụ nữ mà ngu ngơ gì giữ dị trời Tự nhiên ctay xong lo áo cưới áo vest nhẫn cho nyc ùi coi nym của a có gì hơn e... ôi  vãi cả văn. Này là kiểu ctay mà còn dai như đĩa nè. Mua mà thất vọng quá. Tui là nữ mà còn ko chấp nhận đc cái ngu này nữa mà sao viết ra đc dị huhu",0,,,
1644,"Sau 3 ngày dùng thử thì thấy như sau 
Tiki giao hàng nhanh, đóng gói tốt, sản phẩm nhỏ gọn, bỏ đĩa vào thì cài đặt máy in và wifi rất dễ dàng không khó như mọi người nói ạ.
Điểm không hài lòng đó là khi cuốn giấy máy kêu rất to, gấy tiếng ồn, và đã tải và cài đặt app canon print trên điện thoại rồi nhưng không thể in được.",0,,1,1
1645,Sản phẩm không tốt mới mua về mà đã bị hư rồi,0,,,
1646,"Hoàn toàn thất vọng về chất lượng sp, m vừa mua trưa nay, vừa lau nhà được 1 lượt, lượt thứ 2 thì vỡ luôn ah, giờ kg biết làm sao, tiền còn chưa trả mà hàng đã kg xài được rồi, làm thế nào để trả hàng lại ạ?",0,,,
1648,"Sách đọc 1 số nội dung khó hiểu, chữ in chi chít, cách dòng ko hợp lý nhìn rất bực, hình ảnh hoa văn ko cần thiết trong khi chữ thì chen chúc nhau trong 1 trang.",0,,,
1649,Là hàng fake chứ không phải hàng chính hãng. lắp vào máy nhận tên ổ là P4120,0,,,
1651,Thất vọng về công suất. Con thứ 2 tốc độ giảm 75%,0,,,
1653,pin sạc cả đêm được 63% dùng được 15 phút hết,0,,,
1654,gửi không đúng theo đơn hàng,0,,,
1655,"Đầu chùi hay bị bong ra, phải lắp lại. Độ rút nước không cao",0,,,
1656,"Mình thấy lần này tiki đóng gói sách rất tệ khiến sách trong lúc vận chuyển bị xê dịch và nhăn nhúm tùm lum, cảm thấy không tương xứng như kì vọng :(((((",0,,,
1657,"Nội dung do tác giả Camus viết hay. Nhưng bản dịch của dịch giả từ năm 1971, đáng lẽ nhà xuất bản phải chỉnh sửa để phù hợp với cách sử dụng ngôn ngữ ngày nay. Ngoài ra, có nhiều lỗi chính tả, thể hiện nhà xuất bản coi trọng lợi nhuận hơn chất lượng sách.",0,,,
1658,sản phẩm lỗi k sử dụng dc,0,,,
1659,Sản phẩm tạm ổn             .,0,,,
1660,"Hàng đã qua sử dụng, thất vọng",0,,,
1661,giao hàng cũng nhanh nhưng mình không hài lòng về hình thức của sách vì nó bị móp méo các góc cạnh mong rằng tiki sẽ lưu ý hơn trong lần sau,0,1,1,
