content,Quality,Service,Shipping,Packing
1855,"Lần đầu mua 1 sản phẩm điện tử mà bên trong không có lấy 1 tờ giấy hướng dẫn sử dụng, chi tiết kỹ thuật của nhà sản xuất.",,0,,
1872,"shop giao không đúng mô tả, mặt đồng hồ có hình nền không giống hình là không có nền :(",,0,,
1883,"Giao không đúng màu, đặt màu hồng giao màu vàng_x000D_
Không đúng trong hình_x000D_
Trong hình có cốc đựng soup, giao thì không có cốc_x000D_
Làm ăn lừa đảo",,0,,
1888,"M chưa nhận được hàng nhưng đã ghi giao hàng thành công, shop kiểm lại giúp",,0,,
1890,"Tôi chưa nhận được hàng. Nhận được mỗi cái bìa đóng hàng. Lừa đảo khách hàng àbhay bị sót, tôi đã trả tiền trước rồi",,0,,
1898,"chưa đọc sách ,mới nhận sách ,có quyển sách mà muốn trả lại ,đã gửi mail cho tiki ,mầy ngày chưa thấy trả lời ,gọi điện mấy hôm rồi cũng không nghe máy ,cảm giác như đem con bỏ chợ ,web này bốc hơi luôn mọi người ạ ! Mình rất bực mình ,dịch vụ không nổi một sao ,đến giờ cũng không ai thèm rep mail mình ,ai đặt sách ở đây cẩn thận ,đừng để phải trả lại nhé mọi người !",,0,,
1900,dỏm lắm luôn áaaaaaaaaaaa,,0,,
1902,đây là hàng lô - máy mình là laptop dell vostro 3468 i5 -7200 - khi lắp 2 cây vào thì ko chạy - lắp 1 cây thì chạy bt - đem ra tiệm IT xem hộ thì họ bảo build không được nhưng khi lắp 2 cây 8GB của họ thì chạy bình thường - xem trên nhận xét thì khách hàng khác nhận được ram là Made in Philippin và đóng hộp hoàn chính - nhưng khi đặt hàng và ship về thì nhận được Made in china và đóng bọc nhựa - check ID thì ra sản phẩm ảo   - mong muốn được trả lại hàng của tiki  !,,0,,
1905,"Giao thiếu móc ạ, móc cũ, bụi thì bám đầy, keo yếu.  Cả đơn hàng 4 món, mà chẳng món nào như diễn giải của shop.Shop không giải quyết mà kêu trả hàng qua Tiki, nhưng quy trình trả phức tạp. Mọi người cân nhắc khi mua ạ",,0,,
1910,"hình 1 shop đăng mô tả phần sản phẩm bao gồm, hình 2 khách nhận đc và phản ánh tình trạng hàng thiếu không như mô tả. và đến giờ vẫn chờ shop liên lạc để giải quyết?????",,0,,
1913,"Gửi bộ phận hỗ trợ Tiki,


Do có sự nhầm lẫn trong việc chọn địa chỉ nhận sách từ tôi nên đơn hàng #564888452 đã không giao tới được.

Kính nhờ Tiki, chuyển giao hàng lại theo thông tin sau:


Nguyễn Ngọc Thanh Tuấn

Địa chỉ: 101/15 đường số 12, Phường Tam Bình, Quận Thủ Đức - TP Thủ Đức, Hồ Chí Minh

Điện thoại: ***


Tôi xin hoàn toàn chịu mọi chi phí phát sinh.


Cần nói thêm, khi phát hiện ra sai sót và lỗi từ cá nhân, tôi đã chủ động liên hệ với Tiki để thông báo đổi địa chỉ nhận hàng, nhưng nhận được thông báo là sẽ tự động chuyển đến 3 lần, rồi sau 3 lần sẽ báo trả lại. Tôi thật sự không rõ quy trình của Tiki có vấn đề gì khi lại mất công giao 3 lần, trong khi khách hàng chủ động liên hệ sửa sai. Tiki có thể xem lại ghi âm cuộc gọi từ số điện thoại *** của tôi đến tổng đài hỗ trợ để nắm rõ hơn",,0,,
1916,ko cho trả hàng nên cho 1 sao,,0,,
1927,Bị trừ bookcare mà sách lại không được bọc,,0,,
1929,"Mua sách có chọn gói bookcare nhưng nhận sách không có bookcare. 
Quá thất vọng về chính sách và cách chăm sóc khách hàng của tiki.",,0,,
1934,Cực kỳ ko hài lòng vì không có tem bảo hành sản phẩm. kiểm tra S/N trên Sohaco Nam Thanh thì báo ko phải sản phẩm của công ty. Trên hộp tem niêm phong của Sohaco Nam Thanh đã rách từ trước đó.,,0,,
1943,"Đặt mua sách này mà giao sách khác, gửi thông tin đổi hàng thì không thấy giải quyết!",,0,,
1945,em đặt màu xám mà sao giáo hàng màu trắng,,0,,
1950,đơn hang hôp đumg com e co tui vãi.sao shop giao ko co z,,0,,
1951,"Sản phẩm gửi đến không đúng với sản phẩm mình đặt, chất lượng giấy kém hơn, cuộn nhỏ hơn, không có nhãn mác. Báo bên bán xem có cách khắc phục để còn đặt hàng sau này không thì trả lời theo cách không thể vui nổi.",,0,,
1965,"Hàng nhận được không đúng theo thông tin và mẫu mã, hàng đặt loại có lỗ nạp mực. Nhưng nhận hàng thì không có",,0,,
1967,Shop ko để chế độ chat.  Ý định đặt số lượng 2 bình 2  màu khác nhau mà giao cùng màu luôn. Rõ chán🥺,,0,,
1970,Có tặng kèm kệ sách mini treo tường ; mà ko thấy ; ko có sách hướng dẫn gì hết,,0,,
1971,"Bình nước: đẹp, chắc tay._x000D_
Đóng gói: đẹp đúng kiểu tiki nhưng không có quà tặng kèm bên trong. Tiki kiểm tra lại khâu đóng gói đi.",1,0,,1
1992,Mọi người sử dụng thế nào chứ máy mình vừa giao nè.mở hoài kg chạy là sao chã hiểu .giờ mua xong kg chạy báo lỗi nhưng kg ai quan tâm hay có cắch xử lí .chẳng khác gì lừa đảo .giờ kg sài dc chắc đem bán ve chay,,0,,
1994,Tiki giao hàng nhanh tuy nhiên sản phẩm ko có hộp mực. Thật thất vọng. Teong khi các khách hàng khác có hộp mực đính kèm như hình. Nếu biết sản phẩm ko có mực thì đã không mua.,,0,1,
1999,"Làm ăn lừa đảo giao hàng đúng mã số nhưng bỏ mực không vừa máy in canon 6230dw , đổi hàng lại thì báo đã bóc seal không đổi lại.",,0,,
2017,Có nhận được sản phẩm đâu mà đánh với giá,1,0,,
2020,"giao nhầm hộp mực 05/80 thành máy làm giá, đơn hàng đặt 1 tháng mới nhân được, còn giao nhầm, 2 sao vì tình hình dịch",,0,,
2024,Mua onl nên k dc cắm dây thử hàng như ngoài Ng Kim. Sau có gì dt hotline thì cũng lâu,,0,,
2025,điện thoại không đúng như mô tả và hình ảnh quảng cáo... Chán,,0,,
2035,"Nhà cung cấp không chuyên ghiệp, thông tin không  rõ ràng, người mua dễ nhầm lẫn nhưng không chịu đổi hàng.",,0,,
2039,Chẳng dùng được toàn giới thiệu sai về sản phẩm,,0,,
2043,"(*) Đánh giá không tính điểm
Combo kìm bấm mạng nhưng không có pin nên chưa dùng. Không biết nhà cung cấp có quên hay không có trong danh mục hàng",,0,,
2046,Mình mua ram 8gb 2400 nhưng khi giao lại là 2133,,0,,
2049,"Lần đầu mình mua đt trên tiki hơi bị thất vọng, đt tuy mới nhưng ko dc bốc seal và thông tin sản phẩm ghi là tai nghe 3.5m nhưng khi kiểm tra máy lại là usb type-c ???",,0,,
2052,không thay quà tặng đi kèm,,0,,
2057,Sách không kèm CD sao nghe được? Có phải nhà sách quên kèm đĩa CD không?,,0,,
2059,"đóng gói cũng ổn, nhma không thấy bookmark 🙏🙏🙏",,0,,1
2062,"Đóng gói kỹ, giao hàng nhanh_x000D_
Tuy nhiên, trên hộp để bảo hành 3 năm nhưng check seri chỉ còn 504 ngày tức là 1,3 năm thôi. Ổ cứng không phải được phân phối chính hãng ở Vietnam",,0,1,1
2076,"Rất không hài lòng, muốn shop hỗ trợ đổi lại",,0,,
2088,"Có đặt kèm book care nhưng nhận hàng không thấy, làm ăn gì vậy, không chấp nhận được, yêu cầu giao book care",,0,,
2092,"Tôi đặt mua 9,5mm mà khi nhận hàng thì là 12mm . Không thể chấp nhận được sự việc này",,0,,
2093,"CHÚNG TÔI CHƯA NHẬN ĐƯỢC HOÁ ĐƠN GTGT CỦA MÁY IN NÀY_x000D_
VUI LÒNG CUNG CẤP HĐ GTGT CHO _x000D_
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ AN LỘC NGUYÊN_x000D_
MST:***_x000D_
ĐC: 150 Nguyễn Thị Tần, P.2,Q.8, TP. HCM",,0,,
2099,"mền theo mô tả là 1m8 ×2m mà giao có 1m6 à, màu xanh đen bị đổ lông nữa. . tại hàng khuyến mãi nên bị lỗi v à?",,0,,
2104,"1.Thấy review trên mạng là tp-m7350 có băng tầng kép nhưng mẫu này lại chỉ hỗ trợ băng tầng 2.4ghz, xem các lượt nhận xét thì thấy vài người đánh giá có băng tầng kép, vậy là sao???
2. Sản phẩm không hề có tem hay phiếu bảo hành???
Yêu cần tiki trả lời!",,0,,
2109,Hình thumb để 2 cái dễ gây hiểu nhầm,,0,,
2114,Giao không đúng màu. Sản phẩm thực tế không giống hình.,,0,,
2119,"Móc không treo được 10 kg như shop nói, mình treo chưa cái nhỏ thôi 1*** g cũng k treo đươc. Đề nghị shop liên hệ để lấy lại hàng",,0,,
2136,Hàng trung quốc mà quản cáo hàn quốc,,0,,
2151,Hàng thực tế khác hình mẫu,,0,,
2152,"Nãn lòng quá n! 
Lúc đặt mua, trên đơn hàng là Kệ sách để bàn HT003 (20x35x60cm), giá đã giảm là 60k;
nhưng khi nhận hàng, lắp lại, kết quả là (~13X30X56cm)
2 miến dài nhất là loại (13x30cm)
2 miến loại (13x27)
2 miến loại (13x22)
Thực tế không giống kích thước trên đơn hàng.",,0,,
2153,"Giao hàng trước thời hạn, vì mua nhầm pin nên mình chưa dùng thử, nhìn có vẻ nhiều chức năng nhưng bề ngoài không bắt mắt lắm. Do không có ở nhà nên mình có nhờ người nhà nhận hộ nhưng anh giao hàng bên TiKi lại tính giá nhầm. Đặt hàng thì chia ra 2 đơn một đơn sách và đơn đồng hồ là 2 ngày giao khác nhau, đến khi giao thì giao cùng lúc nên mình cũng khá hài lòng, nhưng do tách đơn nên khi thanh toán không biết anh giao hàng cộng kiểu gì mà lại cao hơn giá ghi trên hộp, nhưng do nhận giùm nên người nhà mình cũng không để ý",,0,1,
2161,Tôi có đặt bookcare nhưng shop không bao lại hoặc kèm theo,,0,,
2166,shop giao nhầm mẫu. mình mua loại 2 nhả kem thì giao loại nhả 1 kem,,0,,
2169,"Ngày 9/4 mình đặt đơn hàng mua sản phẩm từ TIKI TRADING, sản phẩm là 3 hộp thuỷ tinh KOVA KLOCK. 
Tuy nhiên, mình nhận được 3 hộp thuỷ tinh Choice L VLOCK. 
Ảnh sản phẩm thực tế cũng khác với ảnh sản phẩm minh hoạ của TIKI. 
Tiki giúp mình giải quyết thắc mắc này.",,0,,
2178,"Bộ sản phẩm tiện dụng. Đầy đủ những dụng cụ cần để thi công dây mạng.

Tuy nhiên, bên shop giao thiếu pin cho bộ tester mạng. Sau khi chat shop đã hoàn lại 10K. Tuy nhiên 1 cục đôi pin bán ở shop ít nhất trên 50k mới mua được? Tuy nhiên shop chỉ trả lại 10k. Mình thắc mắc thì shop bảo ra ngoài shop gần địa điểm khách hàng mà mua!!! Về điểm này tôi đánh giá 1* vì thái độ thiếu chuyên nghiệp và coi thường khách hàng.",,0,,
2189,"Mình có đặt ngày 12/7 ổ SSD 240GB với dịch vụ TikiNow và nhận được vào ngày hôm sau tức 13/7 ổ SSD 120GB. 
Thứ nhất mình khá hài lòng với dịch vụ TikiNow rất nhanh và đúng giờ.
Thứ hai mình không hài lòng với Tiki vì giao nhầm sản phẩm cho mình mặc dù hai mục sản phẩm ổ SSD 120gb và ổ SSD 240gb của hãng Kingston hoàn toàn riêng biệt.
Mong bên Tiki khắc phục những lỗi như này về sau.
Còn đâu Hàng chính hãng nên luôn yên tâm Tiki.",,0,,
2190,"Giao hàng không đúng kích thước. Kích thước đăng là 80x45x73cm, nhưng khi nhận thực tế là 80x40x73xm nên mặt bàn quá nhỏ. Còn không cho kiểm tra hàng trước khi nhận chắc sợ khách hàng phát hiện không nhận hàng. Yêu cầu Tiki xem xét cho tôi trả lại hàng vì khi nhận hàng bên chỗ giao hàng  nói được trả hàng trong vòng 07 ngày.",,0,,
2194,"shop cẩu thả quá, đặt màu trắng mà giao màu nâu. kích thướt mô tả sâu 45cm mà thực tế có 40cm. Kinh doanh kiểu này k ổn đâu nha shop.",,0,,
2206,mua 2 mà shop giao có 1 hay,,0,,
2222,"Hàng giao không đúng thông số như quảng cáo, đặt hàng Pin 10,4V - 5200mAh trong khi giao hàng 11,1 V - 4400mAh. Đã gửi hỗ trợ nhưng chưa thấy gì.",,0,,
2235,không in 2 mặt tự động như quảng cáo,,0,,
2259,"sản phẩm như quần què. Tôi đọc phần mô tả tưởng ghế cao lắm cái bàn tôi 75cm mua về nó lùn tịt ngồi như kiểu núp lùm. Nhắn tin cho shop góp ý ghi lại thông số thì khăn khăn mình đúng, tôi đã oder mua cây ben riêng để dùng không ý kiến gì rồi mà bảo thủ bảo khách sai. Ok khách sai vậy khách xin trả lại nhé 
Với khách hàng sau chú ý cụm từ hàng hãng nha không một hoá đơn chứng từ tem nhãn mác nào có tên deli cả. Mình có thiện chí không muốn trả hàng mà shop như quần á 😡",,0,,
2263,"Shop giao sai sản phẩm, liên hệ rất đàng hoàng thì chỉ nhận lại được những tin nhắn như thế này. Mình mua bộ MÀU HỒNG, CÓ KÈM ỐNG HÚT TRE, nhưng nhận được bộ màu gỗ và không kèm ống hút. Mình không muốn đổi trả vì nghĩ phiền phức và để lại dùng cũng được, mình mua lại bộ khác. Nhưng hỏi shop còn màu hồng không để mua, chứ mua nữa rồi giao nhầm nữa thì sao? Vậy mà shop trả lời rất chán luôn. Mình chưa bao giờ đánh giá ai 1 sao nhưng thực sự rất không hài lòng với cách CSKH này,!",,0,,
2270,giao nhầm sp mong tiki hổ trợ đổi hàng giúp ạ,,0,,
2279,"Sau 6 ngày mua hàng, Tôi vẫn chưa nhận được hóa đơn điện tử. Trong portal quản lý đơn hàng cũng không thấy cập nhật hóa đơn điện tử như thông tin từ tổng đài viên của Tiki đã hỗ trợ.",,0,,
2280,"Bán hàng gian lận,đơn thanh toán trước chứ không tôi đã trả hàng. Lúc thanh toán 11cuốn nhưng giao thiếu hàng. Khiếu nại thì nói là do tôi không có stick vô quà tặng 😬😬😬. Pó tay shop…🙄🙄🙄",,0,,
2283,"Đầu năm mua sách nhưng thực sự thất vọng dịch vụ giao hàng bên Tiki, cảm giác Tiki ngày càng không có sự chỉn chu. Mọi khi mua thì sách sẽ được bọc chống va chạm, nhưng nay nhận thì chỉ có sách nằm trong hộp thô nên. Là đứa cưng sách nên nhìn thấy xót thực sự. Bìa sách bị cong có vết bẩn, gáy bị dập. Thiệt sự rất thất vọng về Tiki :)))",,0,,
2287,Phần biểu tượng tin nhắn không thể mở xem được.,,0,,
2294,"Đặt ngày 29/6, báo giao 30/6 tuy nhiên không hề cập nhật trạng thái đơn giao cho dù đã liên hệ nhiều lần với bộ phận CSKH. Mình đến nỗi phải báo hủy đơn. Tuy nhiên sau đó đến tận 10 ngày sau đơn vẫn giao.",,0,,
2300,Giao hàng ko đúng sản phẩm. Ko hài lòng,,0,,
2301,"Phần bìa có thiết kế trang nhã còn nội dung mình thấy cuốn sách này có nội dung không quá đặc sắc như kỳ vọng ban đầu của mình , xem như thêm một cuốn sách để tham khảo , à Tiki giao sách mà không kèm bookmart vào cho mình.",,0,,
2304,"Sản phẩm tốt nhưng shop không xuất hóa đơn VAT như mình đã yêu cầu._x000D_
Shop có gửi hóa đơn bán hàng ngày 2211 nhưng đó ko phải là hóa đơn VAT._x000D_
Shop vòng vo hẹn 1015 ngày rồi 15-30 ngày rồi cứ kêu kiểm tra email - thật sự rất mất thời gian.",,0,,
2320,"giao không đúng sản phẩm đã đặt shop ơi_x000D_
đổi lại giúp mình_x000D_
đặt hộp mực mà?",,0,,
2331,"Đã nhận được sản phẩm, tuy rất ok nhưng mình có ý kiến sau :đơn hàng từ 9/09/2019 mà mãi đến 19/09/2019 mới nhận được hàng. mình ở vinh nghệ an mà cứ nghĩ là mình vừa oder hàng nước ngoài về ấy. cực lâu. đặt lần 1 thì bảo lưu kho, tìm ko thấy, chuyển sang kho sài gòn từ ngày 13/09 rồi cũng mãi đến hôm nay mới nhận. ngày xưa mình mua mấy món hàng kia giao rất nhanh, chỉ 1,2 ngày gì đó. ko hiểu giờ sao lại lâu thế này được. tính trả hàng ko mua nữa nhưng lần này vẫn ủng hộ. lần sau kiên quyết từ chôi. vì mình đặt được hàng bên ứng dụng khác rồi. ko lẽ 1 laptop dùng 2 ổ ssd?",,0,,
2332,"Shop lớn làm ăn k có uy tín. Gửi sai sản phẩm nhưng k có thiện ý mà chỉ muốn đổ lỗi, k trao đổi mà chỉ muốn đổ, thái độ k nhiệt tình. K nên mua hàng tại shop để tránh bực tức.",,0,,
2338,"Đặt 2 dây, 1 dây sáng 1 dây ko, liên hệ với shop mà ko đc phản hồi",,0,,
2340,"đặt đầu rj45 xuyên thấu, đưa đầu thường. quá tệ.",,0,,
2341,Chờ gần cả tháng trời nhận đc thấy mà hờn 😑,,0,,
2350,Bán không đúng với quảng cáo. Hàng China mà quảng cáo Korea. Cài win không được. Mất tiền oan. Tại sao tiki lại chứa chấp lừa đảo.,,0,,
2355,"Để hình sp bản Pro, giao thì bản Youth
Sản phẩm tốt, shop phục vụ kém",1,0,,
2356,"Chất lượng và dịch vụ quá tệ!

Ngày 26/09/2021 tôi nhận được bộ máy khoan Bosch GSB 550 thì phát hiện máy khoan lỗi (không gắn mũi vào được dù chưa sử dụng được lần nào). Tôi gọi điện thông báo với DVKH của công ty Tiki thì được báo đợi 2 đến 3 ngày sẽ có người đến nhận lại hàng để kiểm tra nếu có lỗi thì đổi máy mới. sau đó thì tôi thường xuyên gửi mail và điện thoại đến công ty Tiki để phản hồi nhưng chỉ nhận được những cuộc hẹn không hồi kết.
- Đây là chất lượng sản phẩm của công ty Bosch sao? (không có QC sao?)
- Đây là chất lượng dịch vụ của công ty Tiki sao?
* Nếu tiếp tục thế này thì liệu còn ai dám đặt hàng qua trang TMĐT nữa không?
Tôi rất mong lãnh đạo công ty Bosch đọc được những dòng này để cải tiến chất lượng sản phẩm cũng như dịch vụ khách hàng ngày càng tốt hơn!

Trân trọng",,0,,
2358,"Tui nhận quyển sách này hôm 12/3. Hôm nay là ngày 14/3 tui mở ra xem thì phát hiện ko có CD bên trong. Đơn này tui đã thanh toán trước bằng Internet Banking. Vì bận và chủ quan do mua nhiều sách nên tin tưởng Tiki. Quá thất vọng, cảm thấy bmình bị lừa vậy. Tiki giải thích và làm rõ dùm tui.",,0,,
2360,"ChẤT lượng bình tốt_x000D_
Nhân viên giao hàng thân thiện, _x000D_
Chất lượng phục vụ của tiki tệ",1,0,1,
2399,"Vừa rồi định mua mấy quyển sách. Vào đọc 1 số review của các bạn gần đây thấy dịch vụ của Tiki ngày càng kém, toàn thấy review tồi. Nhưng vẫn quyết định tin tưởng Tiki và bấm mua hàng. Nhận được hàng thì đúng là dịch vụ tồi hơn rất nhiều. Gói hàng thì ọp ẹp nát bươm, bìa sách thì nhiều vết xước xát và bẩn. Trước giờ tôi rất thích mua sách trên Tiki và đặt khá nhiều đơn hàng ở đây, những lần trước nhận hàng hộp còn nguyên vẹn, sách mới cứng, mong Tiki chấn chỉnh lại chất lượng dịch vụ của mình. Thân!",,0,,
2410,Đặt hàng 25m mà giao có 21m (328m - 349m),,0,,
2426,"đặt hàng đầy đủ combo gồm hộp cơm, muỗng đũa, cốc đựng canh và túi xách nhưng giao thiếu túi xách",,0,,
2428,lại bị Tiki lừa. mua điện thoại không dây lặp SIM mà nhận được điện thoại có dây không có chỗ nào lắp SIM hết.,,0,,
2437,"Mình mua bảng này giá 309k._x000D_
Giao thiếu đồ lau bảng, cho 2 sao._x000D_
Bảng tốt, giao hàng nguyên vẹn.",,0,,
2445,đặt 2 cái ghế đôn như rao bán. nhận lại 1 cái kệ như hình. vì mình thanh toán online trước nên người nhà mình nhận mở ra thì như này. nhà bán thì kg nhắn tin được. Tiki coi lại đơn vị này đi chứ mất uy tín quá 😌,,0,,
2447,"Mình đặt mua 5 hộp mực, đã nhận hàng được 2 ngày tuy nhiên đến hiện tại vẫn chưa nhận được hóa đơn hàng (chỉ mới nhận được hóa đơn vận chuyển 44k).
Mong rằng khi giao hàng thành công, shop xuất và gửi luôn hóa đơn cho khách hàng!",,0,,
2470,Đặt 2 hộp. Giao 1 hộp không in được. Thiết nghĩ nên kiểm tra chất lượng trước khi giao. Hàng lắp vào máy in rồi mới biết không in được thì làm như thế nào?!,,0,,
2476,"Treo đầu dê, bán thịt chó. Giao hàng không đúng màu sắc, không đúng hình ảnh. chắc sẽ không đặt hàng trên tiki nữa",,0,,
2480,chất lượng phục cụ quá kém .,,0,,
2491,Hình shop đăng lên là 1.6g mà nhận dc có 1g.,,0,,
2492,Tôi đặt 2 cái. Trên túi ghi 2 cái nhưng bóc ra chỉ có 1 chiếc. Đề nghị tiki và shop kiểm tra lại và báo lại tôi sớm.,,0,,
2494,"?   Tiki Hãy Trả Lời Tôi Với. Tại Sao Tôi Mua Bộ Phát Wifi Này Không Có (Dây Sạc).

? Và Tại Sao Lại Không Nhận Sim Nữa, Cho Dù Là Sim 4GViettel, Đã Đăng Kí Có Data Vào Mạng.

Tiki Hãy Trả Lời Một Cách Rõ Rằng Nhất, Cho Tôi Được Không ?    Tiki Có Thấy Tôi Đăng Hỏi Tiki Đó ?.

??? Niếu Nhận Được Đánh Giá Này, Hãy Gửi Câu Trả Lời, Cho Tôi.",,0,,
2503,"Vẫn vote 1 sao vì sự thiếu chuyên nghiệp, thiếu nghĩa hán việt. Điều đó quá tệ. Và tôi để ý cty này không bao giờ đưa nghĩa hán việt vào rồi. Việc thứ 2 vẫn là sự bất tiện khi nghe. Ko đánh giá nội dung vì nó theo format chung. Mặc dù biết sẽ có người của cty này vào bình luận nhưng vẫn phải ghi thôi. Tôi đã bình luận cuốn 1 rồi, và mới thấy được, vì sự khiếm nhã nên lần này cho 1 sao tổng thể.",,0,,
2514,Chọn hàng USB 3.0 lại giao 2.0,,0,,
2532,"Quảng cáo Tiêu Đề To là hộp 40 nụ nhang
Dòng phía dưới là giá 
!!! Rồi note nhỏ phía dưới nữa là số lượng thật sự !!! 
Mọi người mua nên nhìn kỹ rồi hãy quyết định nhé",,0,,
2538,Hàng không đúng mua về vứt đi,,0,,
2546,lỗi typo từ tiki trading???:)) nếu có 0 sao thì tôi cũng sẽ vote 0 sao chứ không buồn vote 1 sao như này nữa 🙂,,0,,
2548,Mình đã nhận được hàng. Nhưng shop giao sai kích thước. Mình đặt size 26 nhưng nhận dc size 28. Mình cần đổi lại. Shop liên lạc lại giúp mình,,0,,
2553,"Mình mua của máy in 6030, mã 325 thì lại gửi cho mình mã 425 về ko in đc",,0,,
2556,Đặt 3 loại khác nhau xong giao cùng 1 loại,,0,,
2559,"that vong ve phan mem nay, ma phan mem da kich hoat ngay 20/6/2023, de nghi doi ma kich hoat khac cho toi",,0,,
2563,3 sao vì mô tả không đúng kích thước thật(hoặc cố tình gửi 1 mã khác cho khách hàng). Về khách quan thì giá tiền này là quá tốt so với sản phẩm. Lỡ có hỏng thì cũng ko phải tiếc,1,0,,
2568,Nói tặng thêm ống cài dao đũa nhưng không có,,0,,
2570,K có CD kèm theo mà k cách nào liên hệ lấy file nghe đc??,,0,,
2571,"Đặt điện thoại màu xanh. Shop báo hết màu hỏi chọn màu đen hay đỏ, báo chọn chuyển sang màu đỏ mà shop vẫn giao màu đen",,0,,
2581,giá bìa có 125k mà mua thực tế phải trả là 170k. Sao lại gọi là giảm giá nhỉ. Dùng một tờ giấy khác dán đè lên nơi in giá bìa gốc để nâng giá lên và lại khuyến mãi xuống như thế là khôngbtrung thự,,0,,
2595,"Giao không đủ hàng, không kiểm tra đơn khi giao, đặt 2 món giao 1 món nhỏ, món lớn ko giao, giống như lừa *** KH",,0,,
2599,hình nhìn củng to. mà hàng thì túi nhỏ như túi trà lipton. ae mua sài nhiều trà thì  ko dc nha.,,0,,
2607,sao giao chảo không giao nắp vậy shop.em cần liên hệ ***,,0,,
2609,Shop giao không đúng hàng,,0,,
2615,Tôi nhận đc có một bộ sản phẩm,,0,,
2621,Đơn thì báo giao hàng thành công mà sách đâu thí shop không có nói!,,0,,
2628,Bán mà ko có adapter thì xài bằng cái gì,,0,,
2630,"Rất vui vì đợt dọn kho này của Nhã Nam, mình đã rinh được em này về. Chỉ là mình không ưng những phần/ góc bị gãy, quăn của sách. Mình mua 3 quyển đợt này thì cả 3 quyển đều có tình trạng như vậy, dù mọi lần mình đều sử dụng dịch vụ ship Giao trong ngày nhưng đây là lần đầu bị như thế.",,0,,
2631,"sách sao dơ vậy ạ, em trước đó có mua của shop nhiều rồi sách đều đẹp nhưng lần này hơi dơ nha shop dận ghê",,0,,
2632,"Nên viết rõ máy in KHÔNG tự động nếu muốn in 2 mặt và chi phí mực in cao. In hợp đồng 2 mặt mà phải chạy tới lui lật thủ công rất bất tiện.

Thêm 500ktr nữa nhưng sử dụng máy in 2 mặt tự động sẽ tiện hơn nhiều và tiết kiệm giấy.

Mình mua về mở ra in thử mới tá hỏa vì in bất tiện. Gọi điện thì NV hỗ trợ trả. Đóng gói lại xong chờ mãi ko thấy, mình liên hệ gọi lại thì báo ko nhận trả nữa. 

Góp ý để Tiki tốt hơn về dịch vụ và cung cấp thông tin.",,0,,
2633,Sản phẩm giao không đúng hình,,0,,
2636,"quá bé so với hình ảnh, tính ra thì quá đắt",,0,,
2639,"Rồi standee pvc của mình đâu rồi Tiki ???_x000D_
Đặt có tặng kèm hẳn hoi mà sao ăn bớt của nhau vậy ?Là do tôi nhầm lẫn hay do tiki làm ăn tắc trách vậy nhỉ ?Lần đầu tiên mua hàng mà thất vọng thế này",,0,,
2645,"Shop làm ăn rất chán luôn , mình đặt cuốn này giao cuốn kia, Mình đặt cuốn Nhà Gỉa Kim màu vàng nhưng giao cuốn bìa xanh đen, mình phản hồi shop xử lý rất chậm và lấy lý do cuốn mình đặt đã hết và tự ý giao cuốn khác cho mình (giao cuốn với giá niêm yết rẻ hơn), nếu hết hàng shop phải báo ngay từ đầu chứ, CHÊ.",,0,,
2647,"giao ko đúng mẫu, rao 1 mẫu, giao mẫu khác",,0,,
2660,"mình mua cả máy và lõi. vì dịch chỉ giao lõi, ko có máy thì làm sao xài. bỏ đó thôi chứ sao giờ.",,0,,
2671,"Mình có đặt mua 3 lõi lọc Barrier ngày 12/09/2019, chiều ngày 13/09/2019 có nhận được hàng
Tuy nhiên, trước khi mở hộp đã thấy hộp bị móp, nghĩ bụng chắc chỉ bên ngoài thôi, bên trong không bị sao hết, thế nhưng khi vừa mở hộp ra đã thấy 2/3 lõi lọc đã bị bóc ra trước???? Tiki giao hàng cũ cho mình??",,0,,
2675,"Sách để thông tin là bìa cứng, nhưng giao là bìa mềm?! 
Khoan bàn tới nội dung sách (được quá trời review khen - nhưng cũng hay dở tùy gout người đọc); riêng chuyện để thông tin thế này mà bán đi lại thế khác thì thấy khá không vui! Bên bán hàng vui lòng coi lại thông tin rao bán dùm nhé!!! 
NV Tiki giao hàng thì ổn, rất tốt.",,0,1,
2682,"đã rất nhiều lần mình có thêm bookcare mà không bao sách cho mình
lần này mình cho 1 sao",,0,,
2691,mua cái không sử dụng ổ đĩa mà giao cái có đĩa,,0,,
2692,"Không đúng như hàng đã đặt, vì không quay lại nên đành chịu nhưng như vậy là làm mất uy tin của Tiki",,0,,
2693,Sản phẩm mô tả có dao cắt đi kèm nhưng nhận hàng thì không thấy. Liên lạc quan tin nhắn thì hơn một ngày không thấy phản hồi,,0,,
2700,"Thực tế vs hình minh họa khác nhau nha , ko có chân 4 pin nên ko gắn vào hub dc , chỉ có thể gắn trực tiếp vào nguồn dùng tạm thôi",,0,,
2711,"Nội dung thì khỏi bàn vì nó hay. Khi mua, mình có đặt thêm bookcare về để bảo quản sách thì lúc nhận hàng thấy bọc bung hết bên dưới, bọc cũng như không bọc. Phí cả tiền mua bọc cuối cùng chả bọc được sách",1,0,,
2712,"Giao hàng nhanh nhưng không đúng mô tả, dây 20m nhưng nhận được chỉ có 2m",,0,1,
